#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:alignment_twin" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:alignment_twin" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:alignment_twin" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:alignment_twin" name="distribution" x="@BDBirthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:alignment_twin" name="distribution" x="@BDDeathRate.t:alignment_twin">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:alignment_twin" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_twin" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	BDBirthRate	BDDeathRate
0	-33950.617215652215	-33956.01093251039	5.3937168581782595	-33956.01093251039	0.5023064688235118	5.3937168581782595	1.0	0.5
1000	-20105.49249851556	-20101.890195473443	-3.6023030421147393	-20101.890195473443	0.8578382622007997	-3.6023030421147393	2.2430983343877764	0.1251650992034008
2000	-19196.45234748925	-19193.280198428325	-3.172149060925182	-19193.280198428325	1.0467109249919637	-3.172149060925182	1.658974010074181	0.2880973542368157
3000	-19195.886057247644	-19193.625403401482	-2.260653846163099	-19193.625403401482	1.0360283050964012	-2.260653846163099	2.6816755828018572	0.11100161696057821
4000	-19190.72141482984	-19187.541481927525	-3.1799329023166174	-19187.541481927525	1.1498187619333864	-3.1799329023166174	2.248112216136005	0.051806419527849444
5000	-19182.862540391357	-19179.11098403913	-3.7515563522277064	-19179.11098403913	1.0953055613232707	-3.7515563522277064	1.601810058679581	0.07542093224105333
6000	-19182.42471553621	-19179.11976769731	-3.304947838901043	-19179.11976769731	1.1043911271634064	-3.304947838901043	1.3625151273796186	0.5139323669469156
7000	-19184.69769839415	-19181.869349365457	-2.8283490286922044	-19181.869349365457	1.1294164327686593	-2.8283490286922044	1.709973842078595	0.46889187314196323
8000	-19183.20327972722	-19179.00060739894	-4.2026723282782275	-19179.00060739894	1.0300975895744418	-4.2026723282782275	2.4898469266861345	0.49123443546440376
9000	-19184.909056796816	-19182.493075828315	-2.4159809685003393	-19182.493075828315	1.0162976691799563	-2.4159809685003393	2.0262703556090162	0.3567135775806012
10000	-19186.826642326374	-19183.454211451502	-3.372430874869821	-19183.454211451502	1.026265895629815	-3.372430874869821	1.8043434002597885	0.5623749376731335
11000	-19190.496627861132	-19185.867158644214	-4.629469216918917	-19185.867158644214	1.0841890696998993	-4.629469216918917	0.8283223402747996	0.7931325296514753
12000	-19183.16039304364	-19180.200452772653	-2.959940270986353	-19180.200452772653	0.9562687271571618	-2.959940270986353	1.0788668077020982	0.594567089418347
13000	-19186.922645261853	-19184.628814058706	-2.293831203147051	-19184.628814058706	0.9940875780162438	-2.293831203147051	1.7451858350021692	0.5217575915011169
14000	-19193.238566864795	-19190.85455484071	-2.3840120240843605	-19190.85455484071	1.1081084531091214	-2.3840120240843605	1.9303585768778777	0.25277774409933845
15000	-19186.815535551847	-19183.209245137172	-3.6062904146735106	-19183.209245137172	1.1026848953971797	-3.6062904146735106	2.3938984213326697	0.2479115141790982
16000	-19196.47398094232	-19192.13447090375	-4.339510038567374	-19192.13447090375	0.9819263946748304	-4.339510038567374	0.870701647314337	0.7991443329261023
17000	-19190.15187111707	-19183.70465667616	-6.447214440909988	-19183.70465667616	1.0474800517392884	-6.447214440909988	3.493811679368292	0.38035138915942124
18000	-19182.816870457023	-19180.88181013612	-1.9350603209029469	-19180.88181013612	0.9981919029510328	-1.9350603209029469	2.050089218546147	0.27878901531004435
19000	-19191.351226888997	-19187.64250571069	-3.708721178306532	-19187.64250571069	0.9575515056821752	-3.708721178306532	2.2352578513058083	0.5719088053503887
20000	-19187.23323991701	-19182.960547539573	-4.272692377438014	-19182.960547539573	1.101680411618288	-4.272692377438014	1.0413170343933718	0.43207614564448427
21000	-19186.859998155345	-19184.679211564082	-2.1807865912637436	-19184.679211564082	0.9807945235489697	-2.1807865912637436	1.6326822662171345	0.29158145429973464
22000	-19187.320798499557	-19183.00958750192	-4.311210997636282	-19183.00958750192	1.0011517883539742	-4.311210997636282	0.8984829411290758	0.5115412485309153
23000	-19180.79922054979	-19177.921493953356	-2.877726596434239	-19177.921493953356	0.9981995862261066	-2.877726596434239	1.2756080090683655	0.5812401677171979
24000	-19186.125757579983	-19184.143981254867	-1.9817763251169873	-19184.143981254867	0.9562772203780737	-1.9817763251169873	2.0992292450998558	0.14796103187692272
25000	-19191.23340882407	-19186.68084024874	-4.552568575332563	-19186.68084024874	1.069695757075474	-4.552568575332563	3.4288880169495775	0.1733964180585024
