Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-53800.24606353539	-53737.25870552755	N	-53800.24606353539	62.98735800784031
1	-45447.429934679676	-45396.462894698634	2.0	-45447.429934679676	50.96703998104072
2	-43188.38127293535	-43156.40007433328	3.0	-43188.38127293535	31.981198602071995
3	-40794.80472177202	-40761.696798164056	4.0	-40794.80472177202	33.10792360796629
4	-34094.02636870788	-34083.73121906633	3.4	-34094.02636870788	10.295149641547226
5	-28777.811445415322	-28814.527143922816	2.9	-28777.811445415322	-36.71569850749596
6	-27704.30490900527	-27780.370992928	2.5	-27704.30490900527	-76.06608392273188
7	-26725.981879223946	-26741.96662605058	2.5	-26725.981879223946	-15.984746826633586
8	-26395.609863194608	-26424.05830964675	2.6	-26395.609863194608	-28.448446452142655
9	-26005.499575780577	-26025.986118569457	2.5	-26005.499575780577	-20.486542788881167
10	-25194.787712942678	-25202.058857398813	2.7	-25194.787712942678	-7.2711444561347935
11	-24524.352688491683	-24539.085185612363	3.0	-24524.352688491683	-14.732497120678936
12	-24438.295467859134	-24454.303767452697	3.1	-24438.295467859134	-16.008299593562093
13	-24357.39061636474	-24367.077704604668	3.1	-24357.39061636474	-9.687088239926487
14	-24287.160236125652	-24295.768337210968	3.2	-24287.160236125652	-8.608101085314381
15	-24157.181521468432	-24174.985447403178	3.3	-24157.181521468432	-17.803925934745706
16	-24013.536220644146	-24034.46879812682	3.5	-24013.536220644146	-20.93257748267433
17	-23938.408651583868	-23945.71321820823	3.6	-23938.408651583868	-7.304566624363396
18	-23328.099372603014	-23349.372740852283	3.8	-23328.099372603014	-21.273368249267484
19	-23112.745479807974	-23121.90120564137	4.3	-23112.745479807974	-9.155725833396646
20	-23073.405528726762	-23081.402862007144	4.4	-23073.405528726762	-7.997333280383197
21	-22969.392037833626	-22978.24581331579	4.4	-22969.392037833626	-8.853775482161385
22	-22815.574234553722	-22822.192212416227	4.5	-22815.574234553722	-6.617977862505963
23	-22813.516382168673	-22825.632100629628	4.6	-22813.516382168673	-12.115718460955005
24	-22668.490614946804	-22682.762192758673	4.7	-22668.490614946804	-14.2715778118707
25	-22611.438227127568	-22619.26261019381	4.8	-22611.438227127568	-7.824383066242463
26	-22598.82698197519	-22615.968440367127	4.9	-22598.82698197519	-17.141458391937643
27	-22042.62433207366	-22042.218299666183	4.9	-22042.62433207366	0.4060324074779009
28	-22018.641528006778	-22024.953874954772	5.0	-22018.641528006778	-6.312346947993638
29	-21998.003286870735	-21999.472020301862	5.1	-21998.003286870735	-1.4687334311278384
30	-21952.57278276114	-21960.55802169793	5.0	-21952.57278276114	-7.98523893678972
31	-21525.475067311185	-21534.549301426883	5.0	-21525.475067311185	-9.074234115697775
32	-21445.040259121888	-21444.92236595667	5.0	-21445.040259121888	0.11789316521902005
33	-21438.03179057095	-21443.17853904728	5.0	-21438.03179057095	-5.146748476330162
34	-21304.425269183215	-21317.646994055664	5.0	-21304.425269183215	-13.22172487244695
35	-21299.234530383645	-21308.60375995497	4.9	-21299.234530383645	-9.369229571327223
36	-21230.24040370686	-21237.452940658994	4.9	-21230.24040370686	-7.212536952134945
37	-21122.94862445865	-21131.470603526144	4.9	-21122.94862445865	-8.521979067491229
38	-21090.459146430097	-21102.108387885102	4.9	-21090.459146430097	-11.649241455005763
39	-21063.20313767569	-21072.009256648245	3.7	-21063.20313767569	-8.806118972556632
40	-21040.423455302956	-21046.39609838062	3.7	-21040.423455302956	-5.972643077663308
41	-20994.55186581646	-21001.051585029065	3.7	-20994.55186581646	-6.49971921260545
42	-20909.68921625587	-20912.865646543545	3.7	-20909.68921625587	-3.1764302876765207
43	-20796.546904442657	-20808.06911279339	3.7	-20796.546904442657	-11.522208350731551
44	-20791.075456063907	-20804.86887608838	3.6	-20791.075456063907	-13.793420024475106
45	-20785.736026132046	-20794.271959807123	3.6	-20785.736026132046	-8.53593367507561
46	-20778.981743325894	-20789.93637977684	3.6	-20778.981743325894	-10.954636450945006
47	-20635.921494237187	-20641.639005439836	3.6	-20635.921494237187	-5.717511202650311
48	-20407.76568602572	-20416.131965197506	3.6	-20407.76568602572	-8.36627917178693
49	-20311.939742759678	-20316.36214816817	2.9	-20311.939742759678	-4.422405408492924
50	-20302.67306784118	-20309.027762902602	2.9	-20302.67306784118	-6.3546950614233815
51	-20195.190383792215	-20197.173665330924	3.0	-20195.190383792215	-1.983281538707531
52	-20057.781874935306	-20064.610290406163	3.0	-20057.781874935306	-6.828415470855489
53	-20032.699308302297	-20035.384395855097	3.0	-20032.699308302297	-2.6850875527982385
54	-20020.874907770398	-20026.771143998856	3.0	-20020.874907770398	-5.896236228459655
55	-19943.623955670926	-19951.0979737483	3.0	-19943.623955670926	-7.474018077371794
56	-19908.1996786246	-19911.57886234674	3.0	-19908.1996786246	-3.3791837221406125
57	-19884.317925254683	-19887.20756798055	3.0	-19884.317925254683	-2.889642725864429
58	-19862.22959959536	-19868.060968694717	3.0	-19862.22959959536	-5.831369099357045
59	-19803.632759051103	-19811.734990449022	2.9	-19803.632759051103	-8.102231397918118
60	-19782.670233544013	-19788.140407299208	2.9	-19782.670233544013	-5.47017375519666
61	-19717.083425723657	-19723.310818616894	2.9	-19717.083425723657	-6.227392893238426
62	-19713.34070387289	-19721.21223583449	2.9	-19713.34070387289	-7.871531961597567
63	-19703.14749721833	-19709.630675934328	2.9	-19703.14749721833	-6.483178715996566
64	-19680.93119991249	-19685.669419176	2.9	-19680.93119991249	-4.7382192635091585
65	-19680.80939242467	-19683.828365531044	2.9	-19680.80939242467	-3.0189731063732594
66	-19672.258817598973	-19680.37175418156	2.9	-19672.258817598973	-8.112936582588265
67	-19658.247236352538	-19665.538857022766	2.9	-19658.247236352538	-7.291620670228682
68	-19559.107383112252	-19563.115174885726	2.9	-19559.107383112252	-4.007791773474904
69	-19542.62161737436	-19550.517827667005	2.8	-19542.62161737436	-7.896210292643751
70	-19531.549498585882	-19534.934541571358	2.8	-19531.549498585882	-3.385042985475236
71	-19514.230299016606	-19520.626048632115	2.8	-19514.230299016606	-6.395749615510229
72	-19509.764713329056	-19516.943636863125	2.8	-19509.764713329056	-7.178923534068581
73	-19500.593570301146	-19507.03849842988	2.8	-19500.593570301146	-6.444928128733477
74	-19491.5345021346	-19496.48136311923	2.8	-19491.5345021346	-4.946860984630658
75	-19474.867304409498	-19478.012932733163	2.9	-19474.867304409498	-3.145628323666976
76	-19469.63165312576	-19475.887454440297	2.9	-19469.63165312576	-6.25580131453701
77	-19457.914085090128	-19462.211856711914	2.9	-19457.914085090128	-4.297771621787975
78	-19402.455771593777	-19404.737264654304	2.9	-19402.455771593777	-2.281493060526916
79	-19379.25361137009	-19384.417542819814	2.8	-19379.25361137009	-5.16393144972192
80	-19360.85844333535	-19367.59944099387	2.8	-19360.85844333535	-6.740997658517575
81	-19355.4434793967	-19358.809008368615	2.8	-19355.4434793967	-3.365528971913292
82	-19340.440718476722	-19347.405314054467	2.8	-19340.440718476722	-6.9645955777465485
83	-19336.860316411115	-19341.84086358496	2.9	-19336.860316411115	-4.980547173842329
84	-19321.81317135579	-19327.18355102741	2.9	-19321.81317135579	-5.370379671622218
85	-19294.870947639836	-19299.79450791181	2.9	-19294.870947639836	-4.923560271974522
86	-19288.27082001042	-19294.013502455873	2.9	-19288.27082001042	-5.7426824454534655
87	-19287.205805682843	-19292.614832532672	2.9	-19287.205805682843	-5.409026849828702
88	-19264.453961628955	-19271.176446916128	2.9	-19264.453961628955	-6.7224852871714385
89	-19258.228343977542	-19264.290560358964	2.8	-19258.228343977542	-6.0622163814222
90	-19238.959751815542	-19244.085129991534	2.9	-19238.959751815542	-5.12537817599229
91	-19237.787745683443	-19243.089739727406	2.9	-19237.787745683443	-5.301994043961308
92	-19237.384974237648	-19242.14518162447	2.9	-19237.384974237648	-4.760207386823339
93	-19225.418502452387	-19229.121649100925	2.9	-19225.418502452387	-3.7031466485393785
94	-19224.729902723724	-19231.122657714775	2.9	-19224.729902723724	-6.392754991052348
95	-19210.675797888278	-19215.903154804237	2.9	-19210.675797888278	-5.227356915958454
96	-19204.302222824008	-19209.440325901152	2.9	-19204.302222824008	-5.138103077145397
97	-19203.78375207177	-19208.651317534874	2.9	-19203.78375207177	-4.867565463102604
98	-19195.930096347194	-19200.946653608	2.9	-19195.930096347194	-5.016557260805259
99	-19190.3485047868	-19195.12367370565	2.9	-19190.3485047868	-4.775168918847578
100	-19189.210045434644	-19194.41088526727	2.9	-19189.210045434644	-5.200839832625376
101	-19187.004911573327	-19192.151645928145	2.9	-19187.004911573327	-5.1467343548172515
102	-19185.707231317043	-19191.625327947833	2.9	-19185.707231317043	-5.9180966307908545
103	-19181.780983091005	-19188.566307342437	2.9	-19181.780983091005	-6.785324251432171
104	-19179.2558608723	-19185.131231528907	2.9	-19179.2558608723	-5.875370656607185
105	-19179.075467402854	-19185.134907008807	3.0	-19179.075467402854	-6.059439605954646
106	-19179.00786191907	-19184.78758679195	3.0	-19179.00786191907	-5.779724872877506
107	-19177.43481647841	-19182.46610554419	3.0	-19177.43481647841	-5.031289065779832
108	-19177.233764947756	-19182.348888092776	3.0	-19177.233764947756	-5.115123145020035
109	-19177.085588843507	-19182.235961614864	3.0	-19177.085588843507	-5.150372771358716
110	-19176.215075767155	-19183.895278096006	3.0	-19176.215075767155	-7.680202328849792
111	-19175.771588310254	-19181.122096370345	3.0	-19175.771588310254	-5.350508060092332
112	-19175.307802951924	-19180.561007374603	3.0	-19175.307802951924	-5.253204422679138
113	-19175.290495084206	-19180.82080791915	3.0	-19175.290495084206	-5.530312834943738
114	-19174.69027174239	-19179.769021784523	3.1	-19174.69027174239	-5.078750042130481
115	-19174.56179453834	-19180.244052175796	3.1	-19174.56179453834	-5.682257637456782
116	-19173.41831734156	-19178.92275512421	3.1	-19173.41831734156	-5.504437782651604
117	-19173.034452357635	-19179.44060304427	3.1	-19173.034452357635	-6.406150686633705
118	-19172.97922374812	-19178.11865982978	3.1	-19172.97922374812	-5.139436081658943
119	-19172.946889726216	-19177.89678277614	3.1	-19172.946889726216	-4.949893049923955
120	-19172.709644235492	-19179.016400110715	3.1	-19172.709644235492	-6.306755875224292
121	-19172.459317611032	-19177.632006022774	3.2	-19172.459317611032	-5.172688411741067
122	-19172.031799096905	-19177.090972200713	3.2	-19172.031799096905	-5.059173103806437
123	-19172.031682129284	-19178.91718919424	3.2	-19172.031682129284	-6.885507064955919
124	-19171.858029006045	-19177.409695367947	3.2	-19171.858029006045	-5.5516663619014075
125	-19171.806826104657	-19177.472013756687	3.2	-19171.806826104657	-5.6651876520296955
126	-19171.74420889389	-19177.434543563064	3.2	-19171.74420889389	-5.690334669173935
127	-19171.671778726555	-19177.218668059155	3.3	-19171.671778726555	-5.546889332600932
128	-19171.472751958452	-19176.720085463247	3.3	-19171.472751958452	-5.247333504793946
129	-19171.392229080928	-19176.76439853559	3.3	-19171.392229080928	-5.372169454660523
130	-19171.34888996774	-19177.804905362533	3.3	-19171.34888996774	-6.4560153947920895
131	-19171.160643585372	-19176.72117362791	3.3	-19171.160643585372	-5.560530042537879
132	-19171.03973589811	-19176.641968396525	3.3	-19171.03973589811	-5.60223249841386
133	-19171.003234021795	-19175.974080872722	3.4	-19171.003234021795	-4.970846850927694
134	-19170.97570645281	-19176.002698152304	3.4	-19170.97570645281	-5.026991699494025
135	-19170.872209875724	-19177.491817146347	3.4	-19170.872209875724	-6.619607270621182
136	-19170.67682253738	-19175.755333214107	3.4	-19170.67682253738	-5.078510676724338
137	-19170.4778725604	-19175.652750217505	3.4	-19170.4778725604	-5.174877657104302
138	-19170.18730628136	-19175.9812718072	3.4	-19170.18730628136	-5.793965525839328
139	-19170.06038440937	-19175.225566068955	3.5	-19170.06038440937	-5.16518165958537
