#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:alignment" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:alignment" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:alignment" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:alignment" name="distribution" x="@BDBirthRate.t:alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:alignment" name="distribution" x="@BDDeathRate.t:alignment">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:alignment" name="distribution">
#            <parameter id="kappa.s:alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment" name="distribution">
#            <parameter id="ucldStdev.c:alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment" id="treeLikelihood.alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment">
#            <siteModel id="SiteModel.s:alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:alignment" kappa="@kappa.s:alignment" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:alignment" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment">
#                <LogNormal S="@ucldStdev.c:alignment" id="LogNormalDistributionModel.c:alignment" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="38" id="rateCategories.c:alignment" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
0	-37949.648015886676	-37949.71517359741	0.06715771073237531	-37949.71517359741	1.9351976298988207	2.0	0.25	0.25	0.25	0.25	0.1	1.0243433064605207	0.011736478116737925	0.10848833768662673	1.1131535995858606	1.0	0.5
1000	-20895.119803619138	-20872.856822093167	-22.262981525970982	-20872.856822093167	1.8732782444162526	1.702807506193401	0.25	0.2437739927689968	0.252690499942159	0.2535355072888442	1.02847732327791	0.6707391022046402	1.0776016813738047	1.4754038690361075	-17.833737619622855	0.9563433008488673	0.3594560367581396
2000	-19951.356550078897	-19933.285678896093	-18.070871182805597	-19933.285678896093	1.6298505117952653	1.702807506193401	0.25	0.2437739927689968	0.252690499942159	0.2535355072888442	0.923966024089161	0.6510976389293425	0.6118671788967813	1.071499354221455	-13.96462487337376	0.9637867811633759	0.21588855643283514
3000	-19734.52534235115	-19718.040097072782	-16.485245278367625	-19718.040097072782	1.55351484542175	1.702807506193401	0.25	0.2437739927689968	0.252690499942159	0.2535355072888442	0.923966024089161	0.6868111289663178	0.6053823495719908	1.0443165789610158	-12.37899896893579	1.361651499312033	0.14427018740242512
4000	-19714.428112784848	-19696.98050871066	-17.447604074186568	-19696.98050871066	1.6964012310797238	1.702807506193401	0.25	0.2437739927689968	0.252690499942159	0.2535355072888442	0.9323160253233549	0.6837251372299472	0.6304784998530347	1.1114013009242198	-13.315351392257845	1.038964698770556	0.20710325514392433
5000	-19710.01438037891	-19692.12694162756	-17.887438751351	-19692.12694162756	1.6251642549935923	1.702807506193401	0.25	0.2437739927689968	0.252690499942159	0.2535355072888442	0.9323160253233549	0.6839568710867976	0.6327008527395599	1.1019871501654834	-13.755186069422276	1.602701185946965	0.17890457517131897
6000	-19703.757549161768	-19686.097439617475	-17.660109544294617	-19686.097439617475	1.665064456306278	1.702807506193401	0.25	0.2437739927689968	0.252690499942159	0.2535355072888442	0.9323160253233549	0.6653357474321997	0.4612651383860006	0.9930669225712271	-13.527856862365894	1.2027457684821294	0.17793389432100498
7000	-19597.60138506712	-19579.249941869126	-18.351443197991543	-19579.249941869126	1.5967828525142742	1.702807506193401	0.25	0.2437739927689968	0.24954953233438343	0.25667647489661977	0.9209975030267625	0.6319840391575372	0.45183660153314886	0.9678985161390257	-14.254451476805638	1.5742612789954347	0.31931227777037985
8000	-19551.179995426814	-19534.71768572771	-16.46230969910004	-19534.71768572771	1.5658900993356337	1.4364359507183584	0.25	0.2437739927689968	0.24954953233438343	0.25667647489661977	0.9199659526717339	0.6219529946100844	0.48779127054335686	1.0240447076597845	-12.47846600210335	1.0490366875499086	0.2257711645449672
9000	-19528.052593322845	-19511.717168640862	-16.335424681984655	-19511.717168640862	1.6147215174671752	1.4364359507183584	0.25	0.2437739927689968	0.24954953233438343	0.25667647489661977	0.9199659526717339	0.6776041223352978	0.5206791899467994	1.0307261127399945	-12.351580984987965	1.7951151900274007	0.039394002372821785
10000	-19499.74196099388	-19483.37996074866	-16.362000245219384	-19483.37996074866	1.7136200845962817	0.7387604375843022	0.24922296407719577	0.25149422962833484	0.24954953233438343	0.24973327396008593	0.9199659526717339	0.6408229821013429	0.46837483600701546	0.9874977716031161	-12.63017310069812	1.7807949804661654	0.11870383950887396
11000	-19483.553421137553	-19468.111028799332	-15.44239233822112	-19468.111028799332	1.7209906549499863	0.7387604375843022	0.24922296407719577	0.25149422962833484	0.24954953233438343	0.24973327396008593	0.9053256031455341	0.6365667450087863	0.44775839575157816	0.9740099333310928	-11.756286488268236	1.1114888572280952	0.38670860688444747
12000	-19462.310196240687	-19445.196144409107	-17.114051831580653	-19445.196144409107	1.8214841868035208	1.1995735954193711	0.24922296407719577	0.25149422962833484	0.24954953233438343	0.24973327396008593	0.9126984773504702	0.6442352531537175	0.4381233791416153	0.9439071379354899	-13.24913756266713	0.7877575465293597	0.3346432590879476
13000	-19353.850246007372	-19340.01313101918	-13.837114988193386	-19340.01313101918	1.4241024180652289	1.1995735954193711	0.24922296407719577	0.25149422962833484	0.24954953233438343	0.24973327396008593	0.9009000873744456	0.6776235300585364	0.3274691423908175	0.7950813298948735	-10.009085005682604	1.8530822825474913	0.09378728145654124
