Sample	posterior	ESS(posterior)	likelihood	prior	
0	-19188.566307342437	2.9	-19181.780983091005	-6.785324251432171	
1	-19188.566307342437	2.9	-19181.780983091005	-6.785324251432171	
2	-19185.131231528907	2.9	-19179.2558608723	-5.875370656607185	
3	-19185.131231528907	2.9	-19179.2558608723	-5.875370656607185	
4	-19185.134907008807	3.0	-19179.075467402854	-6.059439605954646	
5	-19182.46610554419	3.0	-19177.43481647841	-5.031289065779832	
6	-19183.895278096006	3.0	-19176.215075767155	-7.680202328849792	
