Sample	posterior	ESS(posterior)	likelihood	prior	
0	-17317.31460341263	3.3	-17310.710317338668	-6.604286073961435	
1	-17310.765983807512	3.4	-17307.409131837718	-3.3568519697947257	
2	-17309.219178694744	3.5	-17304.53424100314	-4.68493769160378	
3	-17309.219178694744	3.5	-17304.53424100314	-4.68493769160378	
4	-17309.219178694744	3.5	-17304.53424100314	-4.68493769160378	
5	-17309.52219864064	3.5	-17304.184408038807	-5.337790601830481	
6	-17307.332670558768	3.6	-17304.021073371314	-3.3115971874553036	
7	-17307.332670558768	3.6	-17304.021073371314	-3.3115971874553036	
