#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_twin" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_twin" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_twin" name="distribution" x="@birthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateAC.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateAG.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateAT.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateCG.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateGT.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:alignment_twin" rateAC="@rateAC.s:alignment_twin" rateAG="@rateAG.s:alignment_twin" rateAT="@rateAT.s:alignment_twin" rateCG="@rateCG.s:alignment_twin" rateGT="@rateGT.s:alignment_twin" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:alignment_twin" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_twin" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
599000	-11214.166016884747	-11192.010812137514	-22.155204747232403	-11192.010812137514	0.9173735657096309	1.2411980356727144	0.9438600635329601	1.2944606185133967	0.9734755649933033	1.1008289235836681	0.2547066649696819	0.2444045071038941	0.25422073588301186	0.2466680920434125	-5.73101981277606	3.367420211923217
600000	-11210.593721405181	-11189.808734093769	-20.784987311411534	-11189.808734093769	0.9779792715518361	1.2411980356727144	0.9438600635329601	1.2944606185133967	0.9734755649933033	1.1008289235836681	0.2547066649696819	0.2444045071038941	0.25422073588301186	0.2466680920434125	-4.360802376955191	2.440548473109802
601000	-11210.793911181345	-11190.453685586861	-20.340225594483556	-11190.453685586861	0.9646208641463118	1.2411980356727144	0.9438600635329601	1.2944606185133967	0.9734755649933033	1.1008289235836681	0.2547066649696819	0.2444045071038941	0.25422073588301186	0.2466680920434125	-3.91604066002721	1.6229285894546004
602000	-11209.391434151556	-11189.30289043786	-20.088543713694992	-11189.30289043786	0.9889476772852988	1.11581557282176	0.9438600635329601	1.2944606185133967	0.9734755649933033	0.975149806503468	0.25481363208518343	0.2444045071038941	0.25422073588301186	0.246561124927911	-3.9057980945947275	1.8143615379855513
603000	-11210.511067813579	-11190.196450776368	-20.314617037211537	-11190.196450776368	0.973019232545013	1.2154266624878058	0.9438600635329601	1.2944606185133967	0.9734755649933033	0.975149806503468	0.25481363208518343	0.2444045071038941	0.25422073588301186	0.246561124927911	-4.0406762036641535	1.6331440720952923
604000	-11208.820982002979	-11188.612670121363	-20.2083118816149	-11188.612670121363	0.9457076839374354	1.2154266624878058	0.9438600635329601	1.1571434517271606	0.9734755649933033	0.975149806503468	0.25481363208518343	0.2444045071038941	0.25422073588301186	0.246561124927911	-4.054635452314971	2.2223965615785457
605000	-11218.115691956735	-11197.809261675775	-20.306430280960452	-11197.809261675775	1.005587511835033	1.2154266624878058	0.8424763093056694	1.1265046214353904	0.9734755649933033	0.975149806503468	0.25694006005919945	0.2444045071038941	0.25209430790899584	0.246561124927911	-4.29433077966117	1.4762424725204217
606000	-11213.219004883	-11193.281565762478	-19.937439120521713	-11193.281565762478	0.9793814696143357	1.2154266624878058	0.8424763093056694	1.1265046214353904	0.9734755649933033	1.0835956855251214	0.25694006005919945	0.2444045071038941	0.25209430790899584	0.246561124927911	-3.8143184607054605	2.0618582479182566
607000	-11216.62678291152	-11196.535740530555	-20.09104238096479	-11196.535740530555	0.9631564640559505	1.2154266624878058	0.8424763093056694	1.1265046214353904	0.9734755649933033	1.0835956855251214	0.2652846411494111	0.2444045071038941	0.25209430790899584	0.23821654383769936	-3.9679217211485405	1.5566368546593377
608000	-11212.168932055689	-11191.99961448157	-20.1693175741184	-11191.99961448157	0.9663768085429816	1.2154266624878058	0.8705016081663023	1.2849638637607548	0.9734755649933033	1.0835956855251214	0.2652846411494111	0.2436963526047431	0.25280246240814686	0.23821654383769936	-3.8728314016824497	1.8681766129879775
609000	-11216.17885080863	-11195.162581766328	-21.016269042301712	-11195.162581766328	1.0173131245841078	1.2154266624878058	0.8705016081663023	1.2849638637607548	0.9073075132295643	1.0835956855251214	0.26180267791469486	0.2436963526047431	0.25280246240814686	0.24169850707241558	-4.793271398004833	2.581046610160577
610000	-11213.999227951665	-11193.87175547824	-20.127472473424675	-11193.87175547824	0.9949672842022662	1.2154266624878058	0.9005890426941052	1.1498653397831395	0.9073075132295643	1.0835956855251214	0.256421720226738	0.2436963526047431	0.25818342009610373	0.24169850707241558	-3.9897313158684815	1.6423124935631743
611000	-11216.40442012167	-11195.785714624188	-20.618705497482424	-11195.785714624188	0.9974569723100932	1.2154266624878058	0.9470339183937035	1.1498653397831395	0.9073075132295643	1.0835956855251214	0.256421720226738	0.25109600944292004	0.2507837632579268	0.24169850707241558	-4.430870521444303	1.2379705871698445
612000	-11212.877018353425	-11192.182916008622	-20.694102344803426	-11192.182916008622	1.0511119922776315	1.2154266624878058	0.9470339183937035	1.1498653397831395	0.88923766143729	1.0835956855251214	0.256421720226738	0.25109600944292004	0.2507837632579268	0.24169850707241558	-4.527185410389531	2.022023524659926
613000	-11212.551021107378	-11191.67806205009	-20.872959057287026	-11191.67806205009	0.9998454251600257	1.2154266624878058	1.037753567086297	1.1498653397831395	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-4.614601361157969	2.634822541735495
614000	-11213.851570990533	-11192.36929532241	-21.48227566812311	-11192.36929532241	1.055830624783337	1.2333617939879076	1.0613250752283792	1.1498653397831395	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-5.185693015190068	1.0367265728362178
615000	-11217.456586644414	-11196.724659712803	-20.73192693160979	-11196.724659712803	1.0705523067663598	1.2333617939879076	0.8631987519119007	1.1498653397831395	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-4.641547678706479	1.3167814110797598
616000	-11217.880412910848	-11197.061439369343	-20.81897354150583	-11197.061439369343	0.9576834217703042	1.2333617939879076	0.8631987519119007	1.1498653397831395	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-4.728594288602518	2.610773344434152
617000	-11216.49464040684	-11196.454323891745	-20.040316515095324	-11196.454323891745	0.9620275463000622	1.2679896734035179	1.0032142011323286	1.1498653397831395	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-3.770365662309411	1.6402839515194811
618000	-11212.160362973767	-11190.105971899558	-22.054391074208425	-11190.105971899558	0.9842083900860594	1.1473117925691019	1.0032142011323286	1.2832948632347179	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-5.773878840281752	0.8587236611934831
619000	-11212.838776174925	-11192.574738988282	-20.264037186643154	-11192.574738988282	0.9537830373879824	1.3089868824951405	1.0063006480815273	1.2832948632347179	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-3.839044637815441	1.8415683109161796
620000	-11214.80155570244	-11194.162076223507	-20.639479478931893	-11194.162076223507	1.0010165550744188	1.3089868824951405	1.0063006480815273	1.2832948632347179	0.88923766143729	1.0835956855251214	0.26098185454644385	0.25109600944292004	0.2507837632579268	0.23713837275270971	-4.214486930104177	1.815100572007256
621000	-11214.384376694174	-11193.801220654119	-20.583156040054092	-11193.801220654119	0.9673151182148116	1.3089868824951405	1.0063006480815273	1.2832948632347179	0.88923766143729	1.0835956855251214	0.25448657997575713	0.25759128401360676	0.2507837632579268	0.23713837275270971	-4.158163491226377	1.4407304283323439
622000	-11221.588615428063	-11200.712974066679	-20.875641361384098	-11200.712974066679	1.0269915157692289	1.336117094836923	1.0641300102766456	1.2832948632347179	0.88923766143729	1.0835956855251214	0.25448657997575713	0.25759128401360676	0.2507837632579268	0.23713837275270971	-4.372472927526108	2.1012624567461793
623000	-11212.7850417385	-11191.981917487472	-20.803124251027892	-11191.981917487472	1.0289672917856567	1.336117094836923	1.0641300102766456	1.2832948632347179	0.9962753501171757	1.13104916405824	0.25448657997575713	0.25759128401360676	0.2507837632579268	0.23713837275270971	-4.1358127422861095	1.9848308992985255
624000	-11212.34130678967	-11191.572491389454	-20.768815400216507	-11191.572491389454	1.001398683405168	1.336117094836923	1.0641300102766456	1.2832948632347179	0.9962753501171757	1.13104916405824	0.25448657997575713	0.25759128401360676	0.2507837632579268	0.23713837275270971	-4.101503891474724	1.9291827203081147
625000	-11215.573830670026	-11194.762936738138	-20.81089393188732	-11194.762936738138	1.0685615272279283	1.220261882417374	1.0641300102766456	1.2832948632347179	0.9962753501171757	1.13104916405824	0.25448657997575713	0.25759128401360676	0.2507837632579268	0.23713837275270971	-4.241335056884588	2.0048768297083948
626000	-11216.303086202255	-11196.230621514835	-20.07246468741965	-11196.230621514835	0.9231267871046542	1.220261882417374	0.8392993222195207	1.1708982841867948	0.9962753501171757	1.13104916405824	0.25448657997575713	0.2515612439547754	0.2568138033167581	0.23713837275270971	-3.8379418620774417	1.5957313814475431
627000	-11212.756935405503	-11192.11502398586	-20.641911419643186	-11192.11502398586	1.0421917724426346	1.1841975809625325	0.9010377485849206	1.1708982841867948	0.9962753501171757	1.13104916405824	0.25448657997575713	0.2418596282177904	0.2568138033167581	0.24683998848969474	-4.368977431408957	1.9667147399621758
628000	-11213.609390378562	-11192.939164494	-20.670225884560892	-11192.939164494	1.0589948294660492	1.1841975809625325	0.9010377485849206	1.1708982841867948	0.9962753501171757	1.13104916405824	0.25448657997575713	0.2418596282177904	0.2568138033167581	0.24683998848969474	-4.397291896326664	1.5394005186294202
629000	-11213.861254094765	-11193.26105968039	-20.600194414376332	-11193.26105968039	0.977339264545249	1.1841975809625325	1.0922739455547505	1.1708982841867948	0.9962753501171757	1.13104916405824	0.25448657997575713	0.2445469119304912	0.25459070192239075	0.2463758061713613	-4.134852270493323	1.361577525046189
630000	-11212.47729010619	-11191.419647696457	-21.057642409732544	-11191.419647696457	0.9520648209705258	1.1841975809625325	1.0922739455547505	1.2485823161575302	0.9962753501171757	0.9237289846313679	0.25448657997575713	0.2445469119304912	0.25459070192239075	0.2463758061713613	-4.736596327221126	2.6372698762608593
631000	-11210.513110204449	-11190.003896866054	-20.509213338395387	-11190.003896866054	0.9496954674542831	1.1841975809625325	1.0922739455547505	1.2485823161575302	0.9962753501171757	1.171737686643528	0.25448657997575713	0.2445469119304912	0.25459070192239075	0.2463758061713613	-3.937433199710763	1.8778076313275203
632000	-11212.956525944986	-11190.207182526057	-22.74934341892865	-11190.207182526057	0.9936853971966804	1.1841975809625325	1.0922739455547505	1.2485823161575302	1.152701906391362	1.171737686643528	0.25448657997575713	0.2445469119304912	0.25459070192239075	0.2463758061713613	-6.023372364187755	3.2152114390827187
633000	-11214.022733487467	-11192.77787794583	-21.244855541636756	-11192.77787794583	0.9536393431874491	1.1841975809625325	1.0922739455547505	1.2485823161575302	1.152701906391362	1.171737686643528	0.25448657997575713	0.2445469119304912	0.25459070192239075	0.2463758061713613	-4.518884486895862	1.1652400072397202
634000	-11217.815022024151	-11194.845175466811	-22.96984655734039	-11194.845175466811	1.0649739951099477	1.1841975809625325	1.0922739455547505	1.2485823161575302	1.152701906391362	1.171737686643528	0.25448657997575713	0.2445469119304912	0.25459070192239075	0.2463758061713613	-6.2438755025994945	0.7975988227669101
635000	-11215.93490465607	-11193.993308584224	-21.94159607184518	-11193.993308584224	1.1140840388981081	1.1841975809625325	1.0922739455547505	1.4450243964168734	1.152701906391362	1.171737686643528	0.25448657997575713	0.2445469119304912	0.25459070192239075	0.2463758061713613	-5.0571692371390755	1.1556066791359192
636000	-11215.819079763956	-11194.103628053848	-21.715451710108894	-11194.103628053848	1.0243869266888528	1.1841975809625325	0.9303255383621196	1.4450243964168734	1.152701906391362	1.163113631740981	0.25448657997575713	0.2531262192139904	0.24601139463889155	0.2463758061713613	-4.999460915646887	2.4165436921811514
637000	-11216.124208286723	-11193.820881802361	-22.303326484361342	-11193.820881802361	0.9635440268309223	1.2383192150668891	0.9303255383621196	1.223859870015928	0.9845647509829526	0.9565412332562722	0.25448657997575713	0.25334169486627456	0.24601139463889155	0.24616033051907713	-6.092402938971314	0.8130984407517666
638000	-11213.224502846853	-11192.709157602369	-20.515345244485097	-11192.709157602369	1.0350892349438174	1.2383192150668891	0.9303255383621196	1.1112467270225952	0.9845647509829526	0.9948634673415389	0.25448657997575713	0.25334169486627456	0.2532242315994359	0.2389474935585328	-4.366234031287902	2.038969942821587
639000	-11212.875926744282	-11192.929030662537	-19.94689608174423	-11192.929030662537	0.9967651886259922	1.2517898146994013	0.9303255383621196	1.1112467270225952	0.8994435439345712	0.9948634673415389	0.25448657997575713	0.25334169486627456	0.2532242315994359	0.2389474935585328	-3.880573718090882	1.8327434543967276
640000	-11213.965338344486	-11194.179653973304	-19.785684371180825	-11194.179653973304	0.9264823985451458	1.0996573906752258	0.9303255383621196	1.1112467270225952	0.8994435439345712	0.9948634673415389	0.25448657997575713	0.25334169486627456	0.24609351054737003	0.24607821461059867	-3.8576721750800327	1.4921181411316127
641000	-11217.148722644615	-11196.322265672346	-20.826456972268918	-11196.322265672346	1.0435075008016137	1.0996573906752258	0.9303255383621196	1.1112467270225952	0.8994435439345712	0.9948634673415389	0.25448657997575713	0.25334169486627456	0.24609351054737003	0.24607821461059867	-4.898444776168121	2.4646200688812168
642000	-11216.83750044869	-11195.23216946248	-21.60533098620932	-11195.23216946248	1.0019911425748482	1.0996573906752258	0.9303255383621196	1.1112467270225952	0.9450859018017993	0.9948634673415389	0.2566350793853263	0.25334169486627456	0.24609351054737003	0.2439297152010295	-5.625729994029727	0.9268334859050382
643000	-11211.300234790107	-11191.353426449221	-19.946808340886196	-11191.353426449221	1.0182011617514353	1.0996573906752258	0.9303255383621196	1.1112467270225952	0.9450859018017993	0.9948634673415389	0.2566350793853263	0.25334169486627456	0.24609351054737003	0.2439297152010295	-3.967207348706604	1.9377647970306568
644000	-11213.541819035556	-11192.535904532973	-21.005914502582332	-11192.535904532973	0.9614024679845088	1.0996573906752258	0.9303255383621196	1.1112467270225952	0.9450859018017993	0.9948634673415389	0.2586883088395635	0.25128846541203737	0.24609351054737003	0.2439297152010295	-5.026313510402739	1.010749737241522
645000	-11213.822331119547	-11191.583707569871	-22.23862354967636	-11191.583707569871	1.0121195907814233	1.0996573906752258	0.9303255383621196	1.2824855613941013	0.9450859018017993	0.9948634673415389	0.2586883088395635	0.25128846541203737	0.24609351054737003	0.2439297152010295	-6.10574707062743	3.343585865660514
646000	-11215.023066375354	-11195.195975618139	-19.82709075721559	-11195.195975618139	0.948568046663776	1.0952073278923928	1.0053460545076889	1.2824855613941013	0.9450859018017993	0.9948634673415389	0.2586883088395635	0.25128846541203737	0.24609351054737003	0.2439297152010295	-3.621085590374067	2.0971018584023815
647000	-11210.989842848006	-11190.865080405492	-20.124762442513905	-11190.865080405492	0.9804834886781519	1.0952073278923928	1.0053460545076889	1.2352517158381469	0.9450859018017993	0.9948634673415389	0.2586883088395635	0.2403810370025653	0.25700093895684206	0.2439297152010295	-3.9591296686498003	1.4245971510610853
648000	-11213.254809525622	-11192.709958074724	-20.544851450899777	-11192.709958074724	1.1275213231625023	1.0952073278923928	1.0053460545076889	1.25305046339559	0.9450859018017993	0.9948634673415389	0.2586883088395635	0.2403810370025653	0.25700093895684206	0.2439297152010295	-4.363847929990318	1.7565522125046629
649000	-11212.119017693056	-11190.62353278316	-21.49548490989663	-11190.62353278316	0.9951356552735167	1.0952073278923928	1.0053460545076889	1.25305046339559	0.9450859018017993	1.01602247019841	0.25479976998971526	0.24426957585241352	0.2633493631971443	0.23758129096072728	-5.29237251522361	2.8215861896546817
650000	-11211.953577185028	-11191.036930849787	-20.916646335241353	-11191.036930849787	0.9263941350048183	1.0952073278923928	1.0151347083824052	1.25305046339559	0.9450859018017993	1.01602247019841	0.25479976998971526	0.25108936307160423	0.2565295759779536	0.23758129096072728	-4.703839476965488	1.0611679789849073
651000	-11210.74023288338	-11189.563908567941	-21.176324315437697	-11189.563908567941	1.0386135335406155	1.0952073278923928	1.0151347083824052	1.25305046339559	0.9450859018017993	1.01602247019841	0.25479976998971526	0.25108936307160423	0.2565295759779536	0.23758129096072728	-4.963517457161833	2.6880104627792556
652000	-11214.273251725337	-11192.8053768017	-21.467874923637485	-11192.8053768017	0.9981671298060066	1.0952073278923928	1.0151347083824052	1.25305046339559	0.9450859018017993	1.01602247019841	0.25479976998971526	0.25108936307160423	0.2565295759779536	0.23758129096072728	-5.2550680653616215	2.9750208132000013
653000	-11211.8941862979	-11191.20448022166	-20.68970607623982	-11191.20448022166	1.016210145449311	1.1895444160716593	1.0151347083824052	1.3658042068970686	0.9450859018017993	1.01602247019841	0.25479976998971526	0.25108936307160423	0.255530742446726	0.23858012449195487	-4.295840420593025	1.8748391449586455
654000	-11211.15765735538	-11190.350481803853	-20.807175551526974	-11190.350481803853	1.0697386115540453	1.1895444160716593	1.0151347083824052	1.3658042068970686	0.9450859018017993	1.01602247019841	0.25518826994203203	0.25108936307160423	0.255530742446726	0.2381916245396381	-4.4133098958801815	1.3832434074519968
655000	-11218.063500050122	-11196.494291811501	-21.5692082386214	-11196.494291811501	1.0951812673010743	1.1895444160716593	1.0151347083824052	1.3658042068970686	0.8849746828060128	1.01602247019841	0.25518826994203203	0.25108936307160423	0.255530742446726	0.2381916245396381	-5.243784652657322	1.0955404100368216
656000	-11216.147613268991	-11195.34042760053	-20.807185668462	-11195.34042760053	0.952778488656404	1.1895444160716593	1.0151347083824052	1.3658042068970686	0.8849746828060128	0.9705204862357271	0.25518826994203203	0.25108936307160423	0.255530742446726	0.2381916245396381	-4.529839602144309	2.5176386312870016
657000	-11212.253618850431	-11191.478980723614	-20.774638126816345	-11191.478980723614	0.9349990012958639	1.1895444160716593	1.0151347083824052	1.3658042068970686	1.1717012260703819	1.0989004198993553	0.25518826994203203	0.25108936307160423	0.255530742446726	0.2381916245396381	-4.071139900238721	2.46134202483494
658000	-11215.119703646456	-11194.297930661985	-20.82177298447069	-11194.297930661985	1.0301456328776772	1.1895444160716593	0.9722480595729821	1.3658042068970686	1.1717012260703819	1.0989004198993553	0.2612283069398749	0.25108936307160423	0.2494907054488831	0.2381916245396381	-4.161426432245018	1.6995185183077495
659000	-11216.992392210097	-11195.900923989564	-21.09146822053368	-11195.900923989564	1.0847718466587812	1.1895444160716593	0.9722480595729821	1.3658042068970686	1.0094277626048433	1.0989004198993553	0.2612283069398749	0.25108936307160423	0.2494907054488831	0.2381916245396381	-4.588968491462465	2.1600147457332484
660000	-11218.544980767421	-11198.19682802169	-20.348152745731994	-11198.19682802169	0.9555567846153656	1.1895444160716593	0.8821826813488997	1.3658042068970686	0.9037747796107337	1.0989004198993553	0.2612283069398749	0.25108936307160423	0.2494907054488831	0.2381916245396381	-4.05810356532505	1.9906475751993624
661000	-11213.374985373915	-11191.679822417605	-21.69516295631045	-11191.679822417605	1.0016350458783059	1.1895444160716593	1.0165224984283108	1.24862003900488	0.9037747796107337	1.0989004198993553	0.2612283069398749	0.25108936307160423	0.2494907054488831	0.2381916245396381	-5.360677995309525	0.953166350563001
662000	-11212.791947156898	-11191.979041292143	-20.812905864756072	-11191.979041292143	0.9586974424627073	1.0934556417918528	1.0165224984283108	1.24862003900488	0.9037747796107337	1.0404332867962747	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.625831692557561	1.1137302885411373
663000	-11216.549051571714	-11195.377959961623	-21.17109161009089	-11195.377959961623	1.0115273937813856	1.0934556417918528	1.0165224984283108	1.24862003900488	0.9037747796107337	1.0404332867962747	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.984017437892382	2.531954542921935
664000	-11218.49536136117	-11198.220342772272	-20.275018588897762	-11198.220342772272	0.9810590377857827	1.0934556417918528	1.0165224984283108	1.24862003900488	0.9037747796107337	0.9604237333084922	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.171962425831114	2.5261673285971833
665000	-11221.71329542254	-11201.403485671271	-20.309809751268023	-11201.403485671271	0.944984176949667	1.0934556417918528	1.0165224984283108	1.2402627803695527	0.9769373269472292	0.9604237333084922	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.132702776139116	1.575627064926006
666000	-11214.156056320258	-11193.379982987053	-20.776073333204447	-11193.379982987053	1.0227822439580279	1.0934556417918528	1.0165224984283108	1.2402627803695527	0.9769373269472292	0.9604237333084922	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.598966358075541	2.494651271208137
667000	-11213.568563997886	-11193.176684437725	-20.391879560160742	-11193.176684437725	0.9465510078935885	1.0934556417918528	1.0165224984283108	1.3308649857470303	0.9769373269472292	0.9604237333084922	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.13873183621308	1.3227537935520142
668000	-11218.962326821536	-11198.38711394036	-20.57521288117665	-11198.38711394036	1.017205232955178	1.1560725133580179	1.0165224984283108	1.3308649857470303	0.9769373269472292	0.9604237333084922	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.2629022439918005	1.6700555612143226
669000	-11215.698183446433	-11195.297021196011	-20.401162250422715	-11195.297021196011	1.001945926780381	1.1955287657323241	1.0165224984283108	1.3308649857470303	1.0117599950781875	0.9604237333084922	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.016268698516956	1.8104818793731654
670000	-11217.402410701252	-11196.607899126027	-20.794511575225222	-11196.607899126027	1.0598839400846596	1.3318108645850408	1.0165224984283108	1.3308649857470303	1.0117599950781875	0.9604237333084922	0.2612283069398749	0.25108936307160423	0.2619970242071814	0.2256853057813398	-4.293436364213443	2.1565247111118846
671000	-11213.836489507654	-11192.958339252815	-20.878150254838857	-11192.958339252815	0.9994975766111981	1.3318108645850408	1.0165224984283108	1.3308649857470303	1.0117599950781875	0.9604237333084922	0.24607340049243923	0.2520993324680517	0.2609870548107339	0.2408402122287755	-4.377075043827081	1.2697874285466861
672000	-11214.82810124999	-11194.356794622656	-20.471306627334734	-11194.356794622656	1.0091480813877225	1.3318108645850408	1.0165224984283108	1.2198517747113522	1.0117599950781875	0.9604237333084922	0.24607340049243923	0.2520993324680517	0.2609870548107339	0.2408402122287755	-4.064077491220256	1.5372117865646096
673000	-11218.99213980736	-11194.741255836552	-24.25088397080808	-11194.741255836552	0.9653342290549661	1.3318108645850408	1.0165224984283108	1.2198517747113522	1.0117599950781875	0.9604237333084922	0.24607340049243923	0.2520993324680517	0.2609870548107339	0.2408402122287755	-7.843654834693602	4.059971577258014
674000	-11214.651051331162	-11191.942787112357	-22.70826421880561	-11191.942787112357	1.0625178835380145	1.22385350401396	1.0165224984283108	1.3646921503628582	1.0572709240279696	0.9604237333084922	0.24607340049243923	0.2520993324680517	0.2609870548107339	0.2408402122287755	-6.2247148467431455	0.8113388449052703
675000	-11212.477158035796	-11191.962660485573	-20.514497550221854	-11191.962660485573	0.9885848010097814	1.22385350401396	1.0165224984283108	1.3646921503628582	1.0572709240279696	1.1107880684876639	0.24607340049243923	0.2520993324680517	0.2609870548107339	0.2408402122287755	-3.8777338284799283	1.656529123982915
676000	-11217.373244092892	-11195.000562649357	-22.372681443535704	-11195.000562649357	0.9831949510596821	1.22385350401396	1.0165224984283108	1.3646921503628582	1.0572709240279696	1.1107880684876639	0.2504903482479285	0.2520993324680517	0.2609870548107339	0.23642326447328624	-5.735917721793777	3.2769570737126457
