#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_twin" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_twin" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_twin" name="distribution" x="@birthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateAC.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateAG.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateAT.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateCG.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:alignment_twin" name="distribution">
#            <parameter id="rateGT.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:alignment_twin" rateAC="@rateAC.s:alignment_twin" rateAG="@rateAG.s:alignment_twin" rateAT="@rateAT.s:alignment_twin" rateCG="@rateCG.s:alignment_twin" rateGT="@rateGT.s:alignment_twin" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:alignment_twin" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_twin" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
18000	-11216.642969295412	-11195.32996307917	-21.313006216242037	-11195.32996307917	1.069702186489468	1.4417040585450962	1.0496500425622566	1.1798611673649126	1.0034171104270688	0.9956727976257247	0.24180083471712313	0.2463549384917999	0.26245927751573644	0.2493849492753405	-4.793942192787189	1.2308094402115892
19000	-11215.936272627121	-11195.073412490829	-20.862860136291694	-11195.073412490829	1.0788861730691652	1.4417040585450962	1.0496500425622566	1.2887591848905573	1.0034171104270688	0.9956727976257247	0.24180083471712313	0.2463549384917999	0.26245927751573644	0.2493849492753405	-4.249037359890654	1.8710716934542264
20000	-11217.108112353242	-11196.395446844183	-20.712665509059143	-11196.395446844183	0.9403338308290085	1.4417040585450962	1.0496500425622566	1.3051787217157336	1.0034171104270688	0.9956727976257247	0.24163466625009525	0.2463549384917999	0.2626254459827643	0.2493849492753405	-4.085173684351645	2.242208491707526
21000	-11213.756102083544	-11193.007241932959	-20.7488601505852	-11193.007241932959	0.9297683845726948	1.1586171018766918	1.0496500425622566	1.3051787217157336	1.0034171104270688	0.9956727976257247	0.24163466625009525	0.2507757755317932	0.25820460894277103	0.2493849492753405	-4.357345736725682	1.1828286810702433
22000	-11212.639465992608	-11191.813999579446	-20.825466413161653	-11191.813999579446	0.987333178807988	1.1586171018766918	1.0496500425622566	1.3051787217157336	1.0034171104270688	0.9956727976257247	0.24163466625009525	0.2507757755317932	0.25820460894277103	0.2493849492753405	-4.433951999302134	1.2495508377373585
23000	-11215.211074008528	-11194.832058698274	-20.37901531025462	-11194.832058698274	0.9735247899287768	1.1586171018766918	1.0496500425622566	1.3051787217157336	1.088199640119938	1.0181386641496324	0.24255234469952486	0.2507757755317932	0.25820460894277103	0.24846727082591089	-3.8785213073944433	1.9347342281541642
24000	-11218.467620487045	-11197.717910285817	-20.749710201227185	-11197.717910285817	0.9917097505254903	1.1379152581069722	1.0496500425622566	1.3051787217157336	1.088199640119938	1.0181386641496324	0.2439484641372156	0.2507757755317932	0.2568084895050803	0.24846727082591089	-4.2684141921768965	1.4673493248205143
25000	-11215.653661548291	-11194.736218709875	-20.917442838416015	-11194.736218709875	1.0236740998583007	1.1379152581069722	0.8934773849324259	1.3051787217157336	1.088199640119938	1.0181386641496324	0.2439484641372156	0.2507757755317932	0.2568084895050803	0.24846727082591089	-4.596991979860789	1.2812795716103145
26000	-11216.197267626325	-11195.942844907146	-20.254422719178585	-11195.942844907146	0.9355897995760011	1.1379152581069722	0.8934773849324259	1.3051787217157336	1.088199640119938	1.0181386641496324	0.2439484641372156	0.24847272668338435	0.25911153835348916	0.24846727082591089	-3.933971860623359	1.8029104918120886
27000	-11219.465220136586	-11199.199484897143	-20.265735239443096	-11199.199484897143	0.9776792822790208	1.1379152581069722	0.8663429181953655	1.3051787217157336	1.088199640119938	1.0181386641496324	0.2439484641372156	0.2576590509788563	0.25911153835348916	0.239280946530439	-3.9759393075280536	1.4640136793912748
28000	-11216.691801297817	-11195.888631435544	-20.80316986227191	-11195.888631435544	1.0635148570840818	1.1379152581069722	0.8663429181953655	1.3051787217157336	0.8752768381995335	1.0181386641496324	0.24821106612372382	0.2576590509788563	0.2518351460400277	0.24229473685739222	-4.741518907032213	2.358482614490318
29000	-11216.499013425959	-11196.05686586753	-20.442147558429593	-11196.05686586753	0.9838404163565823	1.1379152581069722	0.8663429181953655	1.3051787217157336	1.1094453385046938	1.0181386641496324	0.24821106612372382	0.2576590509788563	0.2518351460400277	0.24229473685739222	-4.131858264191932	2.0401354910957674
30000	-11216.54003461453	-11196.286626335694	-20.253408278836535	-11196.286626335694	1.0409908083209507	1.1379152581069722	0.8663429181953655	1.3051787217157336	0.8038002634484263	1.0208662639792674	0.24821106612372382	0.2576590509788563	0.2518351460400277	0.24229473685739222	-4.277020510609147	1.4804833721729966
31000	-11218.507965845174	-11197.56421523656	-20.943750608614778	-11197.56421523656	0.9560776284131456	1.1379152581069722	0.881888739450683	1.3051787217157336	0.8038002634484263	1.0208662639792674	0.24998100195687462	0.2538381727018193	0.24893020293034748	0.2472506224109586	-4.949689711279973	2.744108478953394
32000	-11222.442630101117	-11201.007747676393	-21.434882424724396	-11201.007747676393	1.0120184981649136	1.1379152581069722	1.1544629144133467	1.4208122732103614	1.2789792703971303	1.0208662639792674	0.2546834106585118	0.2538381727018193	0.2442277942287103	0.2472506224109586	-4.590365433686918	2.0803250215855
33000	-11219.336027870973	-11198.001798302581	-21.334229568392168	-11198.001798302581	1.0106001956954573	1.1379152581069722	1.1544629144133467	1.4208122732103614	1.2789792703971303	1.132709623903992	0.24852194791436769	0.2599996354459634	0.2442277942287103	0.2472506224109586	-4.37976518273726	2.3620211712218984
34000	-11218.244407004495	-11197.916981786715	-20.32742521777986	-11197.916981786715	0.9070937485428082	1.2228665721224063	1.1544629144133467	1.4208122732103614	1.2789792703971303	1.132709623903992	0.2512948039426015	0.25175290760711067	0.2442277942287103	0.25272449422157756	-3.29606581033414	1.9026516412096206
35000	-11216.633888291646	-11195.46786022525	-21.16602806639662	-11195.46786022525	0.9959203032186117	1.2228665721224063	1.1544629144133467	1.4208122732103614	1.2789792703971303	1.132709623903992	0.2615346465768111	0.25175290760711067	0.2442277942287103	0.24248465158736798	-4.134668658950899	1.8750628694507103
36000	-11226.728050483176	-11205.090248813949	-21.63780166922672	-11205.090248813949	0.9554188311500035	1.2399849989547616	1.1544629144133467	1.4208122732103614	1.2872465891439442	1.1847061278443058	0.2615346465768111	0.24004082109917046	0.25593988073665047	0.24248465158736798	-4.536738561380357	2.475026829302403
37000	-11213.627237510042	-11192.623944338677	-21.003293171365208	-11192.623944338677	0.9733863543229213	1.2399849989547616	1.1544629144133467	1.4208122732103614	1.2872465891439442	1.1847061278443058	0.2615346465768111	0.24001021325652117	0.25593988073665047	0.24251525943001728	-3.902230063518842	1.601927922004743
38000	-11214.035919436827	-11192.35659845382	-21.67932098300613	-11192.35659845382	1.0681645357124345	1.3105008274048244	1.1544629144133467	1.4208122732103614	1.2872465891439442	1.0419191167766537	0.25003452620426053	0.2515103336290717	0.25593988073665047	0.24251525943001728	-4.654949316390898	2.239487130994158
39000	-11215.978765575896	-11193.98452877018	-21.99423680571604	-11193.98452877018	1.0280506029827308	1.3105008274048244	1.1544629144133467	1.4208122732103614	1.2872465891439442	1.0419191167766537	0.25003452620426053	0.2515103336290717	0.25408184411409734	0.2443732960525704	-4.969865139100808	2.8579107745402053
40000	-11219.654012124507	-11197.573830614527	-22.08018150997954	-11197.573830614527	1.0504743260259017	1.398323901013681	1.1544629144133467	1.4227659555804058	1.2872465891439442	1.2617062957696292	0.25003452620426053	0.2515103336290717	0.25408184411409734	0.2443732960525704	-4.780095713157506	2.4995401721482966
41000	-11218.488900387765	-11197.293398003894	-21.195502383871247	-11197.293398003894	0.9537799398961981	1.398323901013681	1.1544629144133467	1.4227659555804058	1.2872465891439442	1.2617062957696292	0.25003452620426053	0.2515103336290717	0.25408184411409734	0.2443732960525704	-3.895416587049213	2.187983399772061
42000	-11220.013737262052	-11198.151755484265	-21.861981777786394	-11198.151755484265	1.040867240677277	1.398323901013681	1.1544629144133467	1.4227659555804058	1.2704583804864715	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.24776783161477206	0.24721839889458752	-4.576046159912121	1.3379752358650547
43000	-11213.05036742972	-11191.475602028795	-21.574765400924118	-11191.475602028795	1.013328254133921	1.398323901013681	1.1544629144133467	1.4227659555804058	1.2704583804864715	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.24776783161477206	0.24721839889458752	-4.288829783049848	2.2075876656229956
44000	-11214.173854183551	-11192.51526915774	-21.658585025809995	-11192.51526915774	0.9919673766492236	1.398323901013681	1.1544629144133467	1.4227659555804058	1.2704583804864715	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.24776783161477206	0.24721839889458752	-4.372649407935722	2.066585189768907
45000	-11211.664066516098	-11190.267081495653	-21.396985020443964	-11190.267081495653	0.9823924269163183	1.398323901013681	1.1544629144133467	1.4227659555804058	1.2704583804864715	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.24776783161477206	0.24721839889458752	-4.111049402569691	1.5252679674799432
46000	-11210.82404272066	-11189.613632556306	-21.210410164354034	-11189.613632556306	0.9492480711865572	1.398323901013681	1.1544629144133467	1.4227659555804058	1.1516721964049115	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.2454057660134925	0.24958046449586707	-4.029607819965674	2.247809143749977
47000	-11210.989822899812	-11188.438576788803	-22.55124611100839	-11188.438576788803	0.9656304918235233	1.398323901013681	1.1544629144133467	1.4227659555804058	1.1516721964049115	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.2454057660134925	0.24958046449586707	-5.370443766620028	3.0724804581188145
48000	-11212.337692621957	-11191.101310421514	-21.236382200441856	-11191.101310421514	1.0131311765496236	1.398323901013681	1.1544629144133467	1.4227659555804058	1.1516721964049115	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.2454057660134925	0.24958046449586707	-4.055579856053496	1.9468395541193586
49000	-11213.935055619291	-11192.81120479384	-21.123850825452504	-11192.81120479384	1.035524285687207	1.398323901013681	1.1544629144133467	1.4227659555804058	1.1516721964049115	1.2617062957696292	0.2589024954249036	0.24611127406573682	0.2454057660134925	0.24958046449586707	-3.943048481064144	1.702148952423936
50000	-11214.549380724939	-11192.832853284563	-21.716527440376495	-11192.832853284563	0.994339902799539	1.398323901013681	1.1544629144133467	1.4227659555804058	1.1516721964049115	1.2617062957696292	0.24180307760224734	0.24611127406573682	0.2625051838361488	0.24958046449586707	-4.535725095988137	1.2170855587060887
51000	-11217.292989559235	-11196.427679756996	-20.86530980223872	-11196.427679756996	0.9530578350875454	1.398323901013681	0.9542434196355407	1.4227659555804058	1.1516721964049115	1.2617062957696292	0.2515095218105497	0.23640482985743444	0.2625051838361488	0.24958046449586707	-3.87546655698255	1.8871400117853832
52000	-11211.75340994694	-11190.701231681891	-21.052178265048326	-11190.701231681891	1.0029875587047814	1.398323901013681	0.9542434196355407	1.4996136901154213	1.1516721964049115	1.2617062957696292	0.2515095218105497	0.24559395915804122	0.2625051838361488	0.2403913351952603	-4.00467577946526	1.5157902787371627
53000	-11215.455478333079	-11193.66854688247	-21.786931450607533	-11193.66854688247	0.9739544720571595	1.2834061478329744	0.9542434196355407	1.4996136901154213	1.1516721964049115	1.2617062957696292	0.2515095218105497	0.24559395915804122	0.2625051838361488	0.2403913351952603	-4.832389614114582	2.476875993808734
54000	-11214.333943985243	-11193.5649246615	-20.769019323743677	-11193.5649246615	0.9937110745716521	1.2834061478329744	0.8762529092700021	1.3829066741102585	1.1516721964049115	1.0825960338242286	0.2515095218105497	0.24559395915804122	0.2625051838361488	0.2403913351952603	-4.151376503311579	1.9037916235382903
55000	-11214.347928945346	-11193.34462288088	-21.003306064465818	-11193.34462288088	0.9797644067218904	1.2834061478329744	0.8762529092700021	1.3829066741102585	1.1516721964049115	1.0825960338242286	0.2647932577979585	0.23231022317063243	0.2625051838361488	0.2403913351952603	-4.3856632440337195	2.4752246987976934
56000	-11216.654943700822	-11195.748745095547	-20.90619860527515	-11195.748745095547	0.9630959069202522	1.2834061478329744	0.8762529092700021	1.3829066741102585	1.1516721964049115	1.0825960338242286	0.2647932577979585	0.24084315314105859	0.2625051838361488	0.23185840522483414	-4.288555784843054	2.4086431459692887
57000	-11213.819464316395	-11192.756472017996	-21.062992298399514	-11192.756472017996	1.0037485079313992	1.2834061478329744	0.8762529092700021	1.3829066741102585	1.1516721964049115	1.146176006837423	0.2647932577979585	0.23299971905589992	0.2679198911146016	0.23428713203153997	-4.384775647263231	2.267642353308026
58000	-11213.773274646139	-11192.641740131732	-21.13153451440633	-11192.641740131732	0.9822406428010811	1.2834061478329744	0.8762529092700021	1.3829066741102585	1.1516721964049115	1.146176006837423	0.2647932577979585	0.23968217249014553	0.261237437680356	0.23428713203153997	-4.453317863270047	2.2378486667243527
59000	-11211.965880698552	-11191.118445641787	-20.84743505676568	-11191.118445641787	1.064397380892276	1.2834061478329744	0.9787928822401497	1.3829066741102585	1.1083877545491942	1.099316449517765	0.2647932577979585	0.23968217249014553	0.261237437680356	0.23428713203153997	-4.144022312943058	1.7287272336158508
60000	-11214.552010066453	-11193.77552140927	-20.77648865718166	-11193.77552140927	1.0075266537600827	1.2834061478329744	0.9787928822401497	1.4744087240169976	1.1083877545491942	1.099316449517765	0.2647932577979585	0.23968217249014553	0.261237437680356	0.23428713203153997	-4.003059707399547	1.9672621086261706
