Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-16869.093523370448	-16863.670784362002	N	-16869.093523370448	5.422739008443397
1	-13471.990693884212	-13482.613410705399	2.0	-13471.990693884212	-10.622716821186161
2	-13189.400815481094	-13194.275539940349	3.0	-13189.400815481094	-4.874724459254542
3	-12629.067087475934	-12633.653146342423	4.0	-12629.067087475934	-4.586058866489798
4	-12568.43458070901	-12579.038448394906	4.8	-12568.43458070901	-10.603867685895665
5	-12458.797195197883	-12470.01375894151	4.3	-12458.797195197883	-11.216563743625928
6	-12147.7939732247	-12156.339632490975	4.3	-12147.7939732247	-8.545659266275614
7	-12070.291657142792	-12080.795806212558	4.5	-12070.291657142792	-10.504149069765951
8	-11953.080821731006	-11960.946009214915	4.7	-11953.080821731006	-7.865187483909105
9	-11793.739687016068	-11802.056305287455	2.9	-11793.739687016068	-8.316618271386856
10	-11669.217573537915	-11678.964266926823	2.8	-11669.217573537915	-9.74669338890881
11	-11650.130313463971	-11661.14581310778	2.7	-11650.130313463971	-11.015499643809397
12	-11618.790288880995	-11630.636999622022	2.7	-11618.790288880995	-11.846710741027158
13	-11608.45343405029	-11614.392507178847	2.7	-11608.45343405029	-5.939073128556776
14	-11590.328246427953	-11601.302345127613	2.7	-11590.328246427953	-10.974098699660246
15	-11586.953331265257	-11593.264448327478	2.8	-11586.953331265257	-6.311117062222223
16	-11556.423662276009	-11563.760028920426	2.9	-11556.423662276009	-7.336366644417415
17	-11556.406575474282	-11565.827846000382	2.9	-11556.406575474282	-9.421270526099757
18	-11555.784801677739	-11560.929719415442	3.0	-11555.784801677739	-5.144917737702926
19	-11425.601544473977	-11437.533823110403	3.1	-11425.601544473977	-11.932278636426435
20	-11424.20101438574	-11430.886681242551	3.1	-11424.20101438574	-6.685666856810029
21	-11378.380914293264	-11387.701608749307	3.2	-11378.380914293264	-9.32069445604327
22	-11374.230674042323	-11381.284213974695	3.3	-11374.230674042323	-7.053539932373358
23	-11342.20292984642	-11350.207158508723	3.4	-11342.20292984642	-8.004228662303301
24	-11337.400397304958	-11347.654527249997	3.4	-11337.400397304958	-10.254129945038358
25	-11324.946885920752	-11331.465292711964	3.5	-11324.946885920752	-6.518406791213102
26	-11319.443961420115	-11327.194951497191	3.5	-11319.443961420115	-7.750990077076861
27	-11302.327207386568	-11309.183367483944	3.5	-11302.327207386568	-6.856160097375357
