Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6599.80612975382	3.8	-6597.938963758186	-1.867165995633968	
1	-6596.456427234372	3.5	-6595.092389222189	-1.3640380121833706	
2	-6596.456427234372	3.5	-6595.092389222189	-1.3640380121833706	
3	-6596.456427234372	3.5	-6595.092389222189	-1.3640380121833706	
4	-6596.456427234372	3.5	-6595.092389222189	-1.3640380121833706	
5	-6592.865232452114	3.7	-6591.601161112849	-1.264071339264793	
6	-6592.22152174203	3.8	-6590.659585528034	-1.5619362139959776	
7	-6592.376451093084	3.8	-6590.488525359346	-1.8879257337388315	
8	-6592.376451093084	3.8	-6590.488525359346	-1.8879257337388315	
