Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-17728.28227598407	-17708.19159521964	N	-17728.28227598407	20.09068076443311
1	-16697.03680874836	-16673.666966667424	2.0	-16697.03680874836	23.369842080935108
2	-16326.239789856172	-16292.266255009989	3.0	-16326.239789856172	33.973534846184265
3	-15974.144448049587	-15950.771793663167	4.0	-15974.144448049587	23.372654386419264
4	-15075.781761968772	-15052.63847780479	3.3	-15075.781761968772	23.14328416398191
5	-12489.560445537241	-12484.716103379073	3.4	-12489.560445537241	4.844342158169296
6	-11588.101959180658	-11579.36495124955	2.8	-11588.101959180658	8.737007931107406
7	-10785.064033378303	-10771.60824310914	2.5	-10785.064033378303	13.455790269163506
8	-9825.429087736771	-9830.330089136438	2.5	-9825.429087736771	-4.901001399666203
9	-9782.443542473908	-9786.053278125195	2.4	-9782.443542473908	-3.609735651286611
10	-9735.933924847126	-9740.01771941688	2.5	-9735.933924847126	-4.083794569752226
11	-9540.267796931495	-9556.994984570929	2.5	-9540.267796931495	-16.727187639433843
12	-9466.008117326022	-9465.411126241024	2.5	-9466.008117326022	0.5969910849979021
13	-9331.603487510163	-9315.053640398595	2.6	-9331.603487510163	16.54984711156739
14	-9032.363371891744	-9034.486733046866	2.7	-9032.363371891744	-2.123361155120853
15	-8739.137110495089	-8739.656553966843	2.8	-8739.137110495089	-0.5194434717532999
16	-8242.592813516203	-8231.4925472852	2.9	-8242.592813516203	11.100266231003399
17	-7633.607779611295	-7630.377345083834	3.1	-7633.607779611295	3.2304345274607877
18	-7589.749855293693	-7580.130169648804	3.1	-7589.749855293693	9.619685644888893
19	-7439.8578805496445	-7443.292517192579	3.4	-7439.8578805496445	-3.4346366429344943
20	-7400.193424126782	-7397.989524721549	3.4	-7400.193424126782	2.2038994052331526
21	-7337.541753425355	-7334.6568908493255	3.4	-7337.541753425355	2.8848625760290068
22	-7127.371725000925	-7122.414517721483	3.4	-7127.371725000925	4.957207279441356
23	-7086.141989768468	-7086.141555910944	3.3	-7086.141989768468	4.338575243130194E-4
24	-7030.623571628327	-7029.073389258457	3.3	-7030.623571628327	1.5501823698702295
25	-6948.665884748056	-6950.096062779289	3.3	-6948.665884748056	-1.4301780312337742
26	-6937.093361733607	-6940.166389882583	3.3	-6937.093361733607	-3.073028148975583
27	-6926.185553468229	-6930.640166775869	3.3	-6926.185553468229	-4.454613307639839
28	-6849.997553513694	-6850.034022937428	3.2	-6849.997553513694	-0.036469423734615036
29	-6829.658051311905	-6835.22984810501	3.2	-6829.658051311905	-5.571796793104885
30	-6725.710864901843	-6724.292494640153	3.2	-6725.710864901843	1.4183702616897067
31	-6717.396678012752	-6715.137798690141	3.3	-6717.396678012752	2.258879322611113
32	-6712.525778723028	-6713.80343160633	3.3	-6712.525778723028	-1.2776528833016578
33	-6706.730364604874	-6708.009697858678	3.3	-6706.730364604874	-1.2793332538036157
34	-6698.938409687617	-6699.369297431003	3.4	-6698.938409687617	-0.4308877433855882
35	-6691.997990135659	-6690.881735790126	3.4	-6691.997990135659	1.1162543455330278
36	-6673.678458282658	-6674.200277405955	3.4	-6673.678458282658	-0.5218191232973997
37	-6670.712380594559	-6670.597671567704	3.4	-6670.712380594559	0.11470902685480833
38	-6668.489337372865	-6668.710486026113	3.5	-6668.489337372865	-0.2211486532486211
39	-6657.328745274141	-6656.470299266715	3.4	-6657.328745274141	0.8584460074250082
40	-6643.234633999066	-6643.367959549903	3.4	-6643.234633999066	-0.1333255508369784
41	-6612.308154327587	-6614.3902191842935	3.4	-6612.308154327587	-2.0820648567068485
42	-6607.379736135868	-6608.616008327518	3.5	-6607.379736135868	-1.2362721916498713
43	-6607.042816227835	-6609.616799042978	3.5	-6607.042816227835	-2.573982815142606
44	-6606.544630934902	-6607.660048124209	3.6	-6606.544630934902	-1.1154171893077791
45	-6603.459478418333	-6603.314307579918	3.7	-6603.459478418333	0.14517083841478162
46	-6601.335883090901	-6603.044504224702	3.7	-6601.335883090901	-1.7086211338011237
47	-6597.938963758186	-6599.80612975382	3.8	-6597.938963758186	-1.867165995633968
48	-6596.15674494662	-6601.347574539852	3.8	-6596.15674494662	-5.190829593231903
49	-6595.092389222189	-6596.456427234372	3.5	-6595.092389222189	-1.3640380121833706
50	-6593.35604675186	-6594.434086325012	3.6	-6593.35604675186	-1.0780395731517436
51	-6593.170570850036	-6594.983740980387	3.6	-6593.170570850036	-1.8131701303512013
52	-6592.985465972198	-6595.275055948257	3.7	-6592.985465972198	-2.2895899760595366
53	-6591.601161112849	-6592.865232452114	3.7	-6591.601161112849	-1.264071339264793
54	-6590.659585528034	-6592.22152174203	3.8	-6590.659585528034	-1.5619362139959776
55	-6590.488525359346	-6592.376451093084	3.8	-6590.488525359346	-1.8879257337388315
56	-6590.422536778645	-6591.280168196883	3.9	-6590.422536778645	-0.8576314182383782
57	-6589.793733100727	-6592.035103389075	3.9	-6589.793733100727	-2.241370288347468
58	-6589.102136689832	-6591.392447928643	4.0	-6589.102136689832	-2.2903112388112037
59	-6589.056353759116	-6590.84185785455	4.0	-6589.056353759116	-1.7855040954340782
60	-6588.783022980592	-6591.352170012333	4.0	-6588.783022980592	-2.5691470317409544
61	-6588.5697592057295	-6590.157423281046	4.1	-6588.5697592057295	-1.5876640753167404
62	-6588.372710807666	-6590.050840434851	4.1	-6588.372710807666	-1.6781296271847823
63	-6588.229317030112	-6590.442329735359	4.2	-6588.229317030112	-2.213012705247106
64	-6588.206450737881	-6590.290315356147	4.2	-6588.206450737881	-2.0838646182668454
65	-6587.852456462479	-6589.224550466702	4.3	-6587.852456462479	-1.372094004223341
66	-6587.793104691327	-6589.276372420158	4.4	-6587.793104691327	-1.483267728830827
67	-6586.6680823113775	-6588.776353293415	4.4	-6586.6680823113775	-2.108270982037959
68	-6586.529101187368	-6589.342400431285	4.5	-6586.529101187368	-2.813299243916443
69	-6586.460243824697	-6588.137456748808	4.5	-6586.460243824697	-1.6772129241117084
70	-6586.186066927373	-6590.938448568898	4.6	-6586.186066927373	-4.752381641525074
71	-6585.770970293444	-6587.42077920103	4.6	-6585.770970293444	-1.6498089075853601
