"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-9461.23695099917,8.41736465013926,2.83252740136038e-11,6.05145803194203
"2","GTR","relaxed_log_normal","yule",-9470.54557188882,7.89772979771182,2.5673875646918e-15,9.73737109254355
"3","GTR","strict","birth_death",-9462.76961404582,7.10698478578627,6.11712022390868e-12,7.17756151909792
"4","GTR","strict","yule",-9458.66520916302,6.24016246213754,0.000000000370738260723221,6.78791022860049
"5","HKY","relaxed_log_normal","birth_death",-9463.09350802392,8.19812088800391,4.42467777249202e-12,8.16303265041327
"6","HKY","relaxed_log_normal","yule",-9451.2257458929,6.89634463596654,0.000000630935922382592,9.2663092958987
"7","HKY","strict","birth_death",-9449.24431760046,5.97420591412133,0.00000457623826683999,9.04386628529953
"8","HKY","strict","yule",-9451.69668559427,6.4922414646372,0.000000393965998243655,10.7224752545868
"9","JC69","relaxed_log_normal","birth_death",-9436.97256591449,5.50253591436345,0.977378246914989,5.48766468682305
"10","JC69","relaxed_log_normal","yule",-9440.78709401703,5.67045893375274,0.021549349402941,4.39657807104652
"11","JC69","strict","birth_death",-9443.79277424959,6.28673013160158,0.00106680200567385,8.28010161442018
"12","TN93","relaxed_log_normal","birth_death",-9478.84597884772,7.24799525441588,6.37779408704068e-19,12.5385593946895
"13","TN93","relaxed_log_normal","yule",-9462.04615014893,8.2281365429167,1.26108219597489e-11,9.98806532728491
"14","TN93","strict","birth_death",-9473.86628606791,7.7060330603935,9.27520654277419e-17,11.9711448518091
"15","TN93","strict","yule",-9459.84459549116,6.90333867302779,0.000000000113989916051318,8.18236222972173
