"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-10867.3079471468,7.15285635560206,0.00000000011116726324925,8.57196995984752
"2","GTR","relaxed_log_normal","yule",-10882.736290102,8.46023219781935,2.21581094817233e-17,17.16340458885
"3","GTR","strict","birth_death",-10917.574472889,9.96479664329108,1.64248782834915e-32,12.8854242389751
"4","GTR","strict","yule",-10884.654637968,8.36091025503128,3.25390456573653e-18,13.0016797524468
"5","HKY","relaxed_log_normal","birth_death",-10865.34550506,6.60772146771586,0.00000000079114244214088,9.31043792401554
"6","HKY","relaxed_log_normal","yule",-10847.0953507758,5.53128904327891,0.0667107745495863,6.83833388682557
"7","HKY","strict","birth_death",-10862.1690471228,6.49631752336379,0.0000000189571408865762,9.71467883100286
"8","HKY","strict","yule",-10866.1006496673,6.38047036017016,0.00000000037179157789369,10.7727599032692
"9","JC69","relaxed_log_normal","birth_death",-10847.3591311565,5.09538861333463,0.0512433624585023,5.45556783706584
"10","JC69","relaxed_log_normal","yule",-10844.5142242822,5.2110370509159,0.881383622417544,10.9220671953907
"11","JC69","strict","birth_death",-10851.7248695869,5.6906943156654,0.00065106074308614,9.31892766318792
"12","TN93","relaxed_log_normal","birth_death",-10860.0079364723,7.14340992200842,0.000000164562648354695,12.3096780632795
"13","TN93","relaxed_log_normal","yule",-10865.3348498025,6.69446572339533,0.000000000799617339433882,8.30611843371136
"14","TN93","strict","birth_death",-10855.8062218543,5.75922087922789,0.0000109929117398389,9.81920567963105
"15","TN93","strict","yule",-10864.8290359485,5.7286994593702,0.00000000132603311172446,10.555103483094
